Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,1986,2
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,5
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1986,1
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,1986,
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,
"Other race or race not reported, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Unknown field,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1986,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1986,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,4
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1986,4
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1986,2
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,1986,5
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,1986,4
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,1986,
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1986,2
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,1986,1
"Other race or race not reported, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1986,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Psychology and social sciences,Psychology,1986,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,
"Other race or race not reported, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Other non-S&E,Business management and administration,1986,
Ethnicity not reported,Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,1986,18
Ethnicity not reported,Male,Science and engineering,Life sciences,Biological and biomedical sciences,1986,31
Ethnicity not reported,Male,Science and engineering,Life sciences,Health sciences,1986,5
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1986,27
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1986,11
Ethnicity not reported,Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1986,19
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1986,6
Ethnicity not reported,Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1986,9
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Psychology,1986,18
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Anthropology,1986,4
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Economics,1986,13
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Political science and government,1986,6
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Sociology,1986,6
Ethnicity not reported,Male,Science and engineering,Psychology and social sciences,Other social sciences,1986,5
Ethnicity not reported,Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",1986,
Ethnicity not reported,Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1986,1
Ethnicity not reported,Male,Science and engineering,Engineering,Chemical engineering,1986,3
Ethnicity not reported,Male,Science and engineering,Engineering,Civil engineering,1986,
Ethnicity not reported,Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1986,4
Ethnicity not reported,Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1986,
Ethnicity not reported,Male,Science and engineering,Engineering,Materials science engineering,1986,3
Ethnicity not reported,Male,Science and engineering,Engineering,Mechanical engineering,1986,7
Ethnicity not reported,Male,Science and engineering,Engineering,Other engineering,1986,9
Ethnicity not reported,Male,Non-science and engineering,Education,Education administration,1986,5
Ethnicity not reported,Male,Non-science and engineering,Education,Education research,1986,11
Ethnicity not reported,Male,Non-science and engineering,Education,Teacher education,1986,2
