Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
Hispanic or Latino,Male,Science and engineering,Engineering,Materials science engineering,1992,1.0
Hispanic or Latino,Male,Science and engineering,Engineering,Mechanical engineering,1992,7.0
Hispanic or Latino,Male,Science and engineering,Engineering,Other engineering,1992,13.0
Hispanic or Latino,Male,Non-science and engineering,Education,Education administration,1992,24.0
Hispanic or Latino,Male,Non-science and engineering,Education,Education research,1992,31.0
Hispanic or Latino,Male,Non-science and engineering,Education,Teacher education,1992,5.0
Hispanic or Latino,Male,Non-science and engineering,Education,Teaching fields,1992,11.0
Hispanic or Latino,Male,Non-science and engineering,Education,Other education,1992,11.0
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1992,26.0
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,History,1992,8.0
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Letters,1992,8.0
Hispanic or Latino,Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1992,25.0
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Business management and administration,1992,10.0
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Communication,1992,5.0
Hispanic or Latino,Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1992,9.0
Hispanic or Latino,Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1992,7.0
Hispanic or Latino,Female,Science and engineering,Life sciences,Biological and biomedical sciences,1992,43.0
Hispanic or Latino,Female,Science and engineering,Life sciences,Health sciences,1992,9.0
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1992,16.0
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1992,4.0
Hispanic or Latino,Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1992,4.0
Hispanic or Latino,Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1992,1.0
Hispanic or Latino,Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1992,3.0
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Psychology,1992,78.0
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Anthropology,1992,9.0
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Economics,1992,3.0
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Political science and government,1992,1.0
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Sociology,1992,5.0
Hispanic or Latino,Female,Science and engineering,Psychology and social sciences,Other social sciences,1992,16.0
Hispanic or Latino,Female,Science and engineering,Engineering,Chemical engineering,1992,4.0
Hispanic or Latino,Female,Science and engineering,Engineering,Civil engineering,1992,1.0
Hispanic or Latino,Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1992,1.0
Hispanic or Latino,Female,Science and engineering,Engineering,Industrial and manufacturing engineering,1992,2.0
Hispanic or Latino,Female,Science and engineering,Engineering,Materials science engineering,1992,1.0
Hispanic or Latino,Female,Science and engineering,Engineering,Mechanical engineering,1992,2.0
Hispanic or Latino,Female,Science and engineering,Engineering,Other engineering,1992,4.0
Hispanic or Latino,Female,Non-science and engineering,Education,Education administration,1992,28.0
Hispanic or Latino,Female,Non-science and engineering,Education,Education research,1992,59.0
Hispanic or Latino,Female,Non-science and engineering,Education,Teacher education,1992,10.0
Hispanic or Latino,Female,Non-science and engineering,Education,Teaching fields,1992,15.0
Hispanic or Latino,Female,Non-science and engineering,Education,Other education,1992,20.0
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,1992,36.0
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,History,1992,1.0
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Letters,1992,11.0
Hispanic or Latino,Female,Non-science and engineering,Humanities and arts,Other humanities and arts,1992,15.0
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Business management and administration,1992,7.0
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Communication,1992,2.0
Hispanic or Latino,Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1992,9.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,1992,8.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,1992,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,1992,4.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,1992,6.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,1992,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,1992,6.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,1992,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,1992,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",1992,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,1992,7.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,1992,5.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,1992,5.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,1992,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,1992,5.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,1992,9.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,1992,5.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,1992,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,1992,2.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,1992,9.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,1992,1.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,1992,3.0
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,1992,2.0
